1 45
2 4
3 4
4 45
5 4
7 25
8 21
9 21
10 25
11 21
13 78
14 79
15 78
16 78
17 78
19 65
20 17
21 17
22 65
23 134
25 63
26 4
27 4
28 63
29 7
