1 45
2 4
3 4
4 45
5 4
7 21
8 18
9 19
10 21
11 27
13 34
14 34
15 34
16 34
17 34
19 55
20 15
21 15
22 55
23 124
25 44
26 4
27 4
28 44
29 11
