1 108
2 108
3 108
4 108
5 108
7 4792
8 3750
9 4389
10 4792
11 4681
13 80
14 76
15 79
16 80
17 185
19 2071
20 1660
21 2108
22 2071
23 3759
25 674
26 5802
27 493
28 674
29 403
31 183
32 5
33 5
34 183
35 147
37 127
38 15
39 15
40 127
41 15
43 191
44 82
45 72
46 227
47 58
49 3
50 2
51 2
52 3
53 2
55 7741
56 5555
57 5746
58 7742
59 8415
