1 83
2 32
3 32
4 83
5 70
7 15
8 5
9 6
10 15
11 4
13 23
14 203
15 222
16 23
17 152
19 6
20 1
21 1
22 6
23 1
25 7
26 7
27 7
28 7
29 5
31 12
32 2
33 1
34 12
35 1
