1 18
2 1
3 1
4 18
5 1
7 23
8 23
9 23
10 23
11 22
13 6
14 7
15 8
16 6
17 33
19 1
20 1
21 1
22 1
23 1
25 37
26 33
27 37
28 37
29 81
