1 56
2 24
3 24
4 56
5 53
7 15
8 5
9 6
10 15
11 4
13 22
14 196
15 207
16 22
17 56
19 5
20 1
21 1
22 5
23 1
25 7
26 7
27 7
28 7
29 5
31 11
32 1
33 1
34 11
35 1
