1 18
2 18
3 18
4 18
5 18
7 35
8 27
9 27
10 35
11 27
13 9
14 8
15 8
16 9
17 8
19 332
20 41
21 41
22 332
23 332
25 25
26 20
27 21
28 22
29 21
31 11
32 13
33 13
34 11
35 19
