1 115
2 115
3 115
4 115
5 281
7 79
8 199
9 70
10 79
11 55
13 7
14 12
15 14
16 7
17 14
19 1
20 1
21 1
22 1
23 1
25 16
26 10
27 10
28 16
29 10
