1 52
2 52
3 52
4 52
5 293
7 35
8 99
9 32
10 35
11 31
13 7
14 12
15 14
16 7
17 14
19 1
20 1
21 1
22 1
23 1
25 10
26 10
27 10
28 10
29 10
