1 91
2 91
3 91
4 91
5 91
7 2256
8 2216
9 2252
10 2256
11 2449
13 46
14 52
15 47
16 46
17 1029
19 922
20 1033
21 945
22 922
23 1064
25 64
26 5426
27 72
28 64
29 64
31 100
32 5
33 5
34 90
35 2600
37 76
38 15
39 15
40 75
41 175
43 98
44 81
45 72
46 98
47 41
49 2
50 2
51 2
52 2
53 2
55 5077
56 4949
57 4959
58 5077
59 7627
